PMVL[Holding date],PMVL[GROUPE],PMVL[Quote],PMVL[Quote Mode],PMVL[Quantity],PMVL[Inst. Nominal],PMVL[Purch. Val. (clean) (ptf cur.)],PMVL[VNC Agrege dirty (ptf cur.)],PMVL[PRMP MtM],PMVL[RefUnik Position],PMVL[Ref Unik Asset],PMVL[CIC],PMVL[Inst Num],PMVL[Ref Unik Codes Completed],PMVL[PRMP VNC],PMVL[PRMP PMVL],PMVL[PFMIndice.Perf J / J-1],PMVL[MtM Estimé],PMVL[PMVL Estimé],PMVL[CANTON],PMVL[3A],PMVL[PRATIC_PMVLEstimée],PMVL[PMVL Estimée + PRATIC],PMVL[MtM Estimée + PRATIC],PMVL[Ref Unik Light],PMVL[Ptf name],PMVL[Parametres_Indices.TICKER],PRMP_PMVL_future,target
2026-02-03,Groupe MH,1505.33,P,13278.0,1000,13651228.329999998,13651228.329999998,19987771.74,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6336543.41,0.0101377351981104,20190402.477100395,6539174.147100396,AUXIA AG,Hors mandat AUXIA AG,0.0,6539174.147100396,20190402.477100395,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,6559746.590000004,True
2026-02-04,Groupe MH,1522.14,P,13278.0,1000,13651228.329999998,13651228.329999998,20210974.92,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6559746.590000004,-0.0007093502876809,20196638.259126183,6545409.929126188,AUXIA AG,Hors mandat AUXIA AG,0.0,6545409.929126188,20196638.259126183,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,6482070.290000003,True
2026-02-06,Groupe MH,1516.29,P,13278.0,1000,13651228.329999998,13651228.329999998,20133298.62,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6482070.290000003,-0.0075578027071154,19981135.121186603,6329906.791186605,AUXIA AG,Hors mandat AUXIA AG,0.0,6329906.791186605,19981135.121186603,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,6365356.670000002,True
2026-02-09,Groupe MH,1507.5,P,13278.0,1000,13651228.329999998,13651228.329999998,20016585.0,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6365356.670000002,0.0091543503064717,20199823.831029262,6548595.501029268,AUXIA AG,Hors mandat AUXIA AG,0.0,6548595.501029268,20199823.831029262,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,6555497.629999999,True
2026-02-10,Groupe MH,1521.82,P,13278.0,1000,13651228.329999998,13651228.329999998,20206725.96,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6555497.629999999,0.0103596970971813,20416061.520271342,6764833.190271348,AUXIA AG,Hors mandat AUXIA AG,0.0,6764833.190271348,20416061.520271342,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,6754402.07,True
2026-02-11,Groupe MH,1536.8,P,13278.0,1000,13651228.329999998,13651228.329999998,20405630.4,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6754402.07,-0.0010669858949668,20383857.88018529,6732629.550185293,AUXIA AG,Hors mandat AUXIA AG,0.0,6732629.550185293,20383857.88018529,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,6495082.73,True
2026-02-17,Groupe MH,1517.27,P,13278.0,1000,13651228.329999998,13651228.329999998,20146311.06,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6495082.73,0.0004476393606657,20155329.341802668,6504101.01180267,AUXIA AG,Hors mandat AUXIA AG,0.0,6504101.01180267,20155329.341802668,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,0.0,False
2026-02-18,Groupe MH,1513.24,P,13278.0,1000,13651228.329999998,13651228.329999998,20092800.720000003,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,20092800.720000003,0.0,0.00676422593041,20228712.96364479,135912.24364478886,AUXIA AG,Hors mandat AUXIA AG,0.0,135912.24364478886,20228712.96364479,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,0.0,False
2026-02-25,Groupe MH,1546.67,P,13278.0,1000,13651228.329999998,13651228.329999998,20536684.26,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6885455.930000003,0.0006696543553288,20550436.740058724,6899208.410058726,AUXIA AG,Hors mandat AUXIA AG,0.0,6899208.410058726,20550436.740058724,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,6885323.149999999,True
2026-02-26,Groupe MH,1546.66,P,13278.0,1000,13651228.329999998,13651228.329999998,20536551.48,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6885323.149999999,0.0083136003294554,20707284.161150005,7056055.831150007,AUXIA AG,Hors mandat AUXIA AG,0.0,7056055.831150007,20707284.161150005,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,7071082.370000001,True
2026-02-27,Groupe MH,1560.65,P,13278.0,1000,13651228.329999998,13651228.329999998,20722310.7,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,7071082.370000001,-0.0013018506700701,20695333.3459298,7044105.015929803,AUXIA AG,Hors mandat AUXIA AG,0.0,7044105.015929803,20695333.3459298,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,7072941.290000003,True
2026-03-02,Groupe MH,1560.79,P,13278.0,1000,13651228.329999998,13651228.329999998,20724169.62,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,7072941.290000003,-0.0022236990082813,20678085.30456855,7026856.974568553,AUXIA AG,Hors mandat AUXIA AG,0.0,7026856.974568553,20678085.30456855,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,7031248.370000001,True
2026-03-03,Groupe MH,1557.65,P,13278.0,1000,13651228.329999998,13651228.329999998,20682476.7,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,7031248.370000001,-0.0211081794195251,20245907.270976253,6594678.940976255,AUXIA AG,Hors mandat AUXIA AG,0.0,6594678.940976255,20245907.270976253,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,6549389.75,True
2026-03-04,Groupe MH,1521.36,P,13278.0,1000,13651228.329999998,13651228.329999998,20200618.08,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6549389.75,-0.0350404312668463,19492779.710619945,5841551.380619947,AUXIA AG,Hors mandat AUXIA AG,0.0,5841551.380619947,19492779.710619945,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,5775946.25,True
2026-03-05,Groupe MH,1463.11,P,13278.0,1000,13651228.329999998,13651228.329999998,19427174.58,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,5775946.25,0.0162716277051581,19743286.332128868,6092058.002128869,AUXIA AG,Hors mandat AUXIA AG,0.0,6092058.002128869,19743286.332128868,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,6075896.27,True
2026-03-06,Groupe MH,1485.7,P,13278.0,1000,13651228.329999998,13651228.329999998,19727124.6,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,6075896.27,-0.014810268452794,19434960.58887228,5783732.258872282,AUXIA AG,Hors mandat AUXIA AG,0.0,5783732.258872282,19434960.58887228,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,5819232.530000001,True
2026-03-09,Groupe MH,1466.37,P,13278.0,1000,13651228.329999998,13651228.329999998,19470460.86,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,5819232.530000001,-0.0108616159700967,19258980.19137788,5607751.861377884,AUXIA AG,Hors mandat AUXIA AG,0.0,5607751.861377884,19258980.19137788,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,5563232.690000001,True
2026-03-10,Groupe MH,1447.09,P,13278.0,1000,13651228.329999998,13651228.329999998,19214461.02,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,5563232.690000001,-0.0064351826496522,19090812.45382168,5439584.12382168,AUXIA AG,Hors mandat AUXIA AG,0.0,5439584.12382168,19090812.45382168,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,5383846.91,True
2026-03-11,Groupe MH,1433.58,P,13278.0,1000,13651228.329999998,13651228.329999998,19035075.24,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,5383846.91,0.0243640272303835,19498846.33147976,5847618.00147976,AUXIA AG,Hors mandat AUXIA AG,0.0,5847618.00147976,19498846.33147976,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,5897307.170000002,True
2026-03-12,Groupe MH,1472.25,P,13278.0,1000,13651228.329999998,13651228.329999998,19548535.5,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,5897307.170000002,-0.0059461350122421,19432297.26862539,5781068.938625392,AUXIA AG,Hors mandat AUXIA AG,0.0,5781068.938625392,19432297.26862539,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,5779796.870000001,True
2026-03-13,Groupe MH,1463.4,P,13278.0,1000,13651228.329999998,13651228.329999998,19431025.2,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,5779796.870000001,-0.0062794348508634,19309009.34317112,5657781.013171118,AUXIA AG,Hors mandat AUXIA AG,0.0,5657781.013171118,19309009.34317112,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,5653788.650000002,True
2026-03-16,Groupe MH,1453.91,P,13278.0,1000,13651228.329999998,13651228.329999998,19305016.98,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,5653788.650000002,-0.0049299994552486,19209843.25680504,5558614.926805038,AUXIA AG,Hors mandat AUXIA AG,0.0,5558614.926805038,19209843.25680504,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,5542784.57,True
2026-03-17,Groupe MH,1445.55,P,13278.0,1000,13651228.329999998,13651228.329999998,19194012.9,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,5542784.57,0.0044617195412366,19279651.20243068,5628422.872430678,AUXIA AG,Hors mandat AUXIA AG,0.0,5628422.872430678,19279651.20243068,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,5630419.370000001,True
2026-03-20,Groupe MH,1452.15,P,13278.0,1000,13651228.329999998,13651228.329999998,19281647.7,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,5630419.370000001,-0.0234058187954169,18830344.94785673,5179116.6178567335,AUXIA AG,Hors mandat AUXIA AG,0.0,5179116.6178567335,18830344.94785673,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,5124793.130000003,True
2026-03-23,Groupe MH,1414.07,P,13278.0,1000,13651228.329999998,13651228.329999998,18776021.46,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,5124793.130000003,-0.0189226095922859,18420730.13621604,4769501.8062160425,AUXIA AG,Hors mandat AUXIA AG,0.0,4769501.8062160425,18420730.13621604,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,4778104.550000001,True
2026-03-24,Groupe MH,1387.96,P,13278.0,1000,13651228.329999998,13651228.329999998,18429332.88,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,4778104.550000001,0.0107658220656743,18627739.79857516,4976511.468575161,AUXIA AG,Hors mandat AUXIA AG,0.0,4976511.468575161,18627739.79857516,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,5010867.890000001,True
2026-03-25,Groupe MH,1405.49,P,13278.0,1000,13651228.329999998,13651228.329999998,18662096.22,PP,FC_Act_EUR,FR41,10184067,PP_FAC_Act_EUR_LC,13651228.329999998,5010867.890000001,0.0025855043138577,18710347.15028244,5059118.820282441,AUXIA AG,Hors mandat AUXIA AG,0.0,5059118.820282441,18710347.15028244,PP_FAC_Act,AUXIA HM ACT COTE,M7EM,5031847.130000003,True
2026-01-05,Groupe MH,1335.33,P,2489.0,1000,2528326.2,2528326.2,3323636.37,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,795310.1700000004,0.0035489971748114,3335431.946087231,807105.7460872312,AUXIA AG,Hors mandat AUXIA AG,0.0,807105.7460872312,3335431.946087231,PP_FAC_Act,AUXIA HM ACT COTE,M7EUM,795310.1700000004,True
2026-01-06,Groupe MH,1335.33,P,2489.0,1000,2528326.2,2528326.2,3323636.37,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,795310.1700000004,0.0035489971748114,3335431.946087231,807105.7460872312,AUXIA AG,Hors mandat AUXIA AG,0.0,807105.7460872312,3335431.946087231,PP_FAC_Act,AUXIA HM ACT COTE,M7EUM,836851.5800000001,True
2026-01-07,Groupe MH,1352.02,P,2489.0,1000,2528326.2,2528326.2,3365177.78,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,836851.5800000001,0.009788078858673,3398116.4054840943,869790.2054840946,AUXIA AG,Hors mandat AUXIA AG,0.0,869790.2054840946,3398116.4054840943,PP_FAC_Act,AUXIA HM ACT COTE,M7EUM,867217.3800000004,True
2026-01-08,Groupe MH,1364.22,P,2489.0,1000,2528326.2,2528326.2,3395543.58,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,867217.3800000004,-0.0021718257052718,3388169.051169585,859842.8511695857,AUXIA AG,Hors mandat AUXIA AG,0.0,859842.8511695857,3388169.051169585,PP_FAC_Act,AUXIA HM ACT COTE,M7EUM,893501.2200000002,True
2026-01-14,Groupe MH,1374.78,P,2489.0,1000,2528326.2,2528326.2,3421827.42,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,893501.2200000002,-0.0014315253698107,3416928.987237156,888602.7872371562,AUXIA AG,Hors mandat AUXIA AG,0.0,888602.7872371562,3416928.987237156,PP_FAC_Act,AUXIA HM ACT COTE,M7EUM,881081.1100000003,True
2026-01-15,Groupe MH,1369.79,P,2489.0,1000,2528326.2,2528326.2,3409407.31,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,881081.1100000003,0.0058708414872799,3429423.3998825834,901097.1998825836,AUXIA AG,Hors mandat AUXIA AG,0.0,901097.1998825836,3429423.3998825834,PP_FAC_Act,AUXIA HM ACT COTE,M7EUM,900395.7500000005,True
2026-01-16,Groupe MH,1377.55,P,2489.0,1000,2528326.2,2528326.2,3428721.95,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,900395.7500000005,0.002986155099086,3438960.6455343408,910634.445534341,AUXIA AG,Hors mandat AUXIA AG,0.0,910634.445534341,3438960.6455343408,PP_FAC_Act,AUXIA HM ACT COTE,M7EUM,0.0,False
2026-01-19,Groupe MH,1383.88,P,2489.0,1000,2528326.2,2528326.2,3444477.32,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,3444477.32,0.0,0.00142096715987,3449371.8091546376,4894.489154637791,AUXIA AG,Hors mandat AUXIA AG,0.0,4894.489154637791,3449371.8091546376,PP_FAC_Act,AUXIA HM ACT COTE,M7EUM,916648.9200000004,False
2026-01-20,Groupe MH,1384.08,P,2489.0,1000,2528326.2,2528326.2,3444975.12,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,916648.9200000004,-0.0088290276808036,3414559.3393058404,886233.1393058407,AUXIA AG,Hors mandat AUXIA AG,0.0,886233.1393058407,3414559.3393058404,PP_FAC_Act,AUXIA HM ACT COTE,M7EUM,888498.3300000001,True
2026-01-21,Groupe MH,1372.77,P,2489.0,1000,2528326.2,2528326.2,3416824.53,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,888498.3300000001,-0.0066125843615787,3394230.489546663,865904.2895466634,AUXIA AG,Hors mandat AUXIA AG,0.0,865904.2895466634,3394230.489546663,PP_FAC_Act,AUXIA HM ACT COTE,M7EUM,864305.2500000005,True
2026-01-22,Groupe MH,1363.05,P,2489.0,1000,2528326.2,2528326.2,3392631.45,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,864305.2500000005,-0.0003659987190045,3391389.7512352457,863063.551235246,AUXIA AG,Hors mandat AUXIA AG,0.0,863063.551235246,3391389.7512352457,PP_FAC_Act,AUXIA HM ACT COTE,M7EUM,870278.8500000001,True
2026-01-23,Groupe MH,1365.45,P,2489.0,1000,2528326.2,2528326.2,3398605.05,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,870278.8500000001,0.0059954233409611,3418981.126043478,890654.9260434783,AUXIA AG,Hors mandat AUXIA AG,0.0,890654.9260434783,3418981.126043478,PP_FAC_Act,AUXIA HM ACT COTE,M7EUM,888672.56,True
2026-01-26,Groupe MH,1372.84,P,2489.0,1000,2528326.2,2528326.2,3416998.76,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,888672.56,0.0059954233409611,3437485.1141217398,909158.9141217396,AUXIA AG,Hors mandat AUXIA AG,0.0,909158.9141217396,3437485.1141217398,PP_FAC_Act,AUXIA HM ACT COTE,M7EUM,887179.1600000001,True
2026-01-27,Groupe MH,1372.24,P,2489.0,1000,2528326.2,2528326.2,3415505.36,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,887179.1600000001,0.0018855494218405,3421945.4641568414,893619.2641568417,AUXIA AG,Hors mandat AUXIA AG,0.0,893619.2641568417,3421945.4641568414,PP_FAC_Act,AUXIA HM ACT COTE,M7EUM,896512.9100000001,True
2026-01-28,Groupe MH,1375.99,P,2489.0,1000,2528326.2,2528326.2,3424839.11,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,896512.9100000001,0.0,3424839.11,896512.9100000001,AUXIA AG,Hors mandat AUXIA AG,0.0,896512.9100000001,3424839.11,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,0.0,False
2026-01-29,Groupe MH,1384.14,P,2489.0,1000,2528326.2,2528326.2,3445124.46,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,3445124.46,0.0,0.0,3445124.46,0.0,AUXIA AG,Hors mandat AUXIA AG,0.0,0.0,3445124.46,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,888722.3400000003,False
2026-01-30,Groupe MH,1372.86,P,2489.0,1000,2528326.2,2528326.2,3417048.54,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,888722.3400000003,0.0,3417048.54,888722.3400000003,AUXIA AG,Hors mandat AUXIA AG,0.0,888722.3400000003,3417048.54,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,906493.8000000004,True
2026-02-02,Groupe MH,1380.0,P,2489.0,1000,2528326.2,2528326.2,3434820.0,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,906493.8000000004,0.0,3434820.0,906493.8000000004,AUXIA AG,Hors mandat AUXIA AG,0.0,906493.8000000004,3434820.0,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,920979.7800000004,True
2026-02-03,Groupe MH,1385.82,P,2489.0,1000,2528326.2,2528326.2,3449305.98,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,920979.7800000004,0.0,3449305.98,920979.7800000004,AUXIA AG,Hors mandat AUXIA AG,0.0,920979.7800000004,3449305.98,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,959235.7100000004,True
2026-02-04,Groupe MH,1401.19,P,2489.0,1000,2528326.2,2528326.2,3487561.91,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,959235.7100000004,0.0,3487561.91,959235.7100000004,AUXIA AG,Hors mandat AUXIA AG,0.0,959235.7100000004,3487561.91,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,983802.14,True
2026-02-06,Groupe MH,1411.06,P,2489.0,1000,2528326.1999999997,2528326.1999999997,3512128.34,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.1999999997,983802.14,0.0,3512128.34,983802.14,AUXIA AG,Hors mandat AUXIA AG,0.0,983802.14,3512128.34,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,946268.0200000004,True
2026-02-09,Groupe MH,1395.98,P,2489.0,1000,2528326.2,2528326.2,3474594.22,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,946268.0200000004,0.0,3474594.22,946268.0200000004,AUXIA AG,Hors mandat AUXIA AG,0.0,946268.0200000004,3474594.22,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,973796.3600000005,True
2026-02-10,Groupe MH,1407.04,P,2489.0,1000,2528326.2,2528326.2,3502122.56,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,973796.3600000005,0.0,3502122.56,973796.3600000005,AUXIA AG,Hors mandat AUXIA AG,0.0,973796.3600000005,3502122.56,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,981835.83,True
2026-02-11,Groupe MH,1410.27,P,2489.0,1000,2528326.2,2528326.2,3510162.03,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,981835.83,0.0,3510162.03,981835.83,AUXIA AG,Hors mandat AUXIA AG,0.0,981835.83,3510162.03,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,983578.1300000004,True
2026-02-17,Groupe MH,1410.97,P,2489.0,1000,2528326.2,2528326.2,3511904.33,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,983578.1300000004,0.0,3511904.33,983578.1300000004,AUXIA AG,Hors mandat AUXIA AG,0.0,983578.1300000004,3511904.33,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,0.0,False
2026-02-18,Groupe MH,1416.9,P,2489.0,1000,2528326.2,2528326.2,3526664.1,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,3526664.1,0.0,0.0,3526664.1,0.0,AUXIA AG,Hors mandat AUXIA AG,0.0,0.0,3526664.1,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,0.0,False
2026-02-25,Groupe MH,1436.38,P,2489.0,1000,2528326.2,2528326.2,3575149.82,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,1046823.62,0.0,3575149.82,1046823.62,AUXIA AG,Hors mandat AUXIA AG,0.0,1046823.62,3575149.82,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,1073754.6,True
2026-02-26,Groupe MH,1447.2,P,2489.0,1000,2528326.2,2528326.2,3602080.8,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,1073754.6,0.0,3602080.8,1073754.6,AUXIA AG,Hors mandat AUXIA AG,0.0,1073754.6,3602080.8,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,1090729.58,True
2026-02-27,Groupe MH,1454.02,P,2489.0,1000,2528326.2,2528326.2,3619055.78,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,1090729.58,0.0,3619055.78,1090729.58,AUXIA AG,Hors mandat AUXIA AG,0.0,1090729.58,3619055.78,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,1086199.6,True
2026-03-02,Groupe MH,1452.2,P,2489.0,1000,2528326.2,2528326.2,3614525.8,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,1086199.6,0.0,3614525.8,1086199.6,AUXIA AG,Hors mandat AUXIA AG,0.0,1086199.6,3614525.8,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,1106061.8200000003,True
2026-03-03,Groupe MH,1460.18,P,2489.0,1000,2528326.2,2528326.2,3634388.02,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,1106061.8200000003,0.0,3634388.02,1106061.8200000003,AUXIA AG,Hors mandat AUXIA AG,0.0,1106061.8200000003,3634388.02,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,1060015.3200000003,True
2026-03-04,Groupe MH,1441.68,P,2489.0,1000,2528326.2,2528326.2,3588341.52,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,1060015.3200000003,0.0,3588341.52,1060015.3200000003,AUXIA AG,Hors mandat AUXIA AG,0.0,1060015.3200000003,3588341.52,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,963666.1300000004,False
2026-03-05,Groupe MH,1402.97,P,2489.0,1000,2528326.2,2528326.2,3491992.33,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,963666.1300000004,0.0,3491992.33,963666.1300000004,AUXIA AG,Hors mandat AUXIA AG,0.0,963666.1300000004,3491992.33,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,996595.6,True
2026-03-06,Groupe MH,1416.2,P,2489.0,1000,2528326.2,2528326.2,3524921.8,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,996595.6,0.0,3524921.8,996595.6,AUXIA AG,Hors mandat AUXIA AG,0.0,996595.6,3524921.8,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,953710.1300000004,True
2026-03-09,Groupe MH,1398.97,P,2489.0,1000,2528326.2,2528326.2,3482036.33,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,953710.1300000004,0.0,3482036.33,953710.1300000004,AUXIA AG,Hors mandat AUXIA AG,0.0,953710.1300000004,3482036.33,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,921104.2300000004,True
2026-03-10,Groupe MH,1385.87,P,2489.0,1000,2528326.2,2528326.2,3449430.43,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,921104.2300000004,0.0,3449430.43,921104.2300000004,AUXIA AG,Hors mandat AUXIA AG,0.0,921104.2300000004,3449430.43,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,900221.5200000005,True
2026-03-11,Groupe MH,1377.48,P,2489.0,1000,2528326.2,2528326.2,3428547.72,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,900221.5200000005,0.0,3428547.72,900221.5200000005,AUXIA AG,Hors mandat AUXIA AG,0.0,900221.5200000005,3428547.72,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,945123.08,True
2026-03-12,Groupe MH,1395.52,P,2489.0,1000,2528326.2,2528326.2,3473449.28,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,945123.08,0.0,3473449.28,945123.08,AUXIA AG,Hors mandat AUXIA AG,0.0,945123.08,3473449.28,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,918590.3400000004,True
2026-03-13,Groupe MH,1384.86,P,2489.0,1000,2528326.2,2528326.2,3446916.54,PP,FC_Act_exEUR,FR41,10187321,PP_FAC_Act_ExEUR,2528326.2,918590.3400000004,0.0,3446916.54,918590.3400000004,AUXIA AG,Hors mandat AUXIA AG,0.0,918590.3400000004,3446916.54,PP_FAC_Act,AUXIA HM ACT COTE,pas de ticker,900370.8600000003,True
